id,year,make,model,car_name,weight,weight_distribution,drive_type,pi_class,default_pi,horsepower,torque,displacement,gear_count,front_tire_width,rear_tire_width,rarity,value,boost,stats
aston-martin-team-forza-dbs-2008,2008,Aston Martin,Team Forza DBS,2008 Aston Martin Team Forza DBS,2994,52,RWD,,,760,570,,,,,,,,"{""speed"":8,""handling"":6.2,""acceleration"":9,""launch"":"""",""braking"":6.2,""offroad"":""""}"
aston-martin-007-aston-martin-racing-dbr9-2006,2006,Aston Martin,#007 Aston Martin Racing DBR9,2006 Aston Martin #007 Aston Martin Racing DBR9,2425,50,RWD,R,881,625,550,,,,,,,,"{""speed"":6.9,""handling"":7.4,""acceleration"":9.1,""launch"":"""",""braking"":7.4,""offroad"":""""}"
aston-martin-db9-coupe-2005,2005,Aston Martin,DB9 Coupe,2005 Aston Martin DB9 Coupe,3880,,RWD,A,526,450,420,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
aston-martin-forza-motorsport-db9-coupe-2005,2005,Aston Martin,Forza Motorsport DB9 Coupe,2005 Aston Martin Forza Motorsport DB9 Coupe,3111,,RWD,S,661,623,522,,,,,,,,"{""speed"":7.2,""handling"":6.2,""acceleration"":7.4,""launch"":7,""braking"":6.2,""offroad"":""""}"
aston-martin-db7-zagato-2003,2003,Aston Martin,DB7 Zagato,2003 Aston Martin DB7 Zagato,3836,,RWD,A,509,435,410,5900,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
aston-martin-v12-vanquish-2001,2001,Aston Martin,V12 Vanquish,2001 Aston Martin V12 Vanquish,4110,,RWD,A,503,460,400,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
aston-martin-v8-vantage-v600-1998,1998,Aston Martin,V8 Vantage V600,1998 Aston Martin V8 Vantage V600,4414,55,RWD,B,554,600,600,5340,,,,,,,"{""speed"":7.6,""handling"":4.7,""acceleration"":7.9,""launch"":"""",""braking"":4.7,""offroad"":""""}"
aston-martin-lagonda-1990,1990,Aston Martin,Lagonda,1990 Aston Martin Lagonda,4550,52,RWD,C,502,289,321,5340,,2556016,2556016,Rare,250000,,"{""speed"":5.4,""handling"":4.3,""acceleration"":2.3,""launch"":1.3,""braking"":2.9,""offroad"":6}"
aston-martin-18-aston-martin-amr1-1989,1989,Aston Martin,#18 Aston Martin AMR1,1989 Aston Martin #18 Aston Martin AMR1,,,RWD,P,987,680,,,,,,,,,"{""speed"":7.9,""handling"":8.9,""acceleration"":9.8,""launch"":"""",""braking"":8.7,""offroad"":""""}"
aston-martin-v8-vantage-1977,1977,Aston Martin,V8 Vantage,1977 Aston Martin V8 Vantage,3803,51,RWD,D,396,380,380,5340,,,,,,,"{""speed"":6.6,""handling"":4.2,""acceleration"":7.1,""launch"":"""",""braking"":4,""offroad"":""""}"
aston-martin-db5-1964,1964,Aston Martin,DB5,1964 Aston Martin DB5,3230,51,RWD,C,548,325,288,3996,,,215,Epic,800000,,"{""speed"":5.4,""handling"":4,""acceleration"":4,""launch"":3.4,""braking"":2.7,""offroad"":5.4}"
aston-martin-db4-gt-zagato-1960,1960,Aston Martin,DB4 GT Zagato,1960 Aston Martin DB4 GT Zagato,2701,52,RWD,B,619,314,278,3670,,,195,Legendary,500000,,"{""speed"":6.9,""handling"":5.4,""acceleration"":4.6,""launch"":5.1,""braking"":4.6,""offroad"":""""}"
aston-martin-dbr1-1958,1958,Aston Martin,DBR1,1958 Aston Martin DBR1,1930,52,RWD,B,678,254,247,2992,,1757516,1858016,Legendary,22500000,,"{""speed"":6.5,""handling"":4.2,""acceleration"":3.5,""launch"":2.4,""braking"":3.3,""offroad"":5}"
ats-gt-2018,2018,ATS,GT,2018 ATS GT,2985,42,RWD,S1,877,720,575,3799,,,325,Epic,850000,,"{""speed"":8,""handling"":6.8,""acceleration"":7,""launch"":7.6,""braking"":7.4,""offroad"":4.7}"
audi-rs-6-avant-2021,2021,Audi,RS 6 Avant,2021 Audi RS 6 Avant,4575,55,AWD,A,763,591,590,3996,,,285,Rare,250000,,"{""speed"":7.2,""handling"":5.7,""acceleration"":7.3,""launch"":8.9,""braking"":4.9,""offroad"":5.6}"
audi-rs-7-sportback-2021,2021,Audi,RS 7 Sportback,2021 Audi RS 7 Sportback,4553,56,AWD,A,768,591,590,3996,,,285,Rare,250000,,"{""speed"":7.4,""handling"":6.3,""acceleration"":7.3,""launch"":8.9,""braking"":4.9,""offroad"":5.3}"
audi-rs-e-tron-gt-2021,2021,Audi,RS e-tron GT,2021 Audi RS e-tron GT,5174,50,AWD,A,770,637,612,0,,,285,Epic,250000,,"{""speed"":6,""handling"":5.6,""acceleration"":8.4,""launch"":9.4,""braking"":4.2,""offroad"":5}"
audi-r8-v10-performance-2020,2020,Audi,R8 V10 performance,2020 Audi R8 V10 performance,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-rs-3-sedan-2020,2020,Audi,RS 3 Sedan,2020 Audi RS 3 Sedan,3593,58,AWD,A,734,394,354,2480,,,235,Rare,60000,,"{""speed"":6.7,""handling"":6.2,""acceleration"":6.4,""launch"":7.9,""braking"":4.6,""offroad"":5.5}"
audi-tt-rs-coupe-2020,2020,Audi,TT RS Coupe,2020 Audi TT RS Coupe,3306,61,AWD,A,765,394,354,2480,,2353020,2553020,Rare,250000,,"{""speed"":7,""handling"":5.6,""acceleration"":7.7,""launch"":8.6,""braking"":4.7,""offroad"":5.6}"
audi-1-audi-sport-rs-3-lms-2018,2018,Audi,#1 Audi Sport RS 3 LMS,2018 Audi #1 Audi Sport RS 3 LMS,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-44-r8-lms-gt3-2018,2018,Audi,#44 R8 LMS GT3,2018 Audi #44 R8 LMS GT3,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-rs-4-avant-2018,2018,Audi,RS 4 Avant,2018 Audi RS 4 Avant,3946,57,AWD,A,751,444,442,2894,,,275,Rare,250000,,"{""speed"":7.2,""handling"":6.2,""acceleration"":7.1,""launch"":9.4,""braking"":4.9,""offroad"":5.1}"
audi-rs-5-coup-2018,2018,Audi,RS 5 Coupé,2018 Audi RS 5 Coupé,3990,57,AWD,A,750,444,443,2894,,,275,Rare,95000,,"{""speed"":7.1,""handling"":6,""acceleration"":7.2,""launch"":9.8,""braking"":4.8,""offroad"":5.2}"
audi-tt-rs-2018,2018,Audi,TT RS,2018 Audi TT RS,3306,61,AWD,A,748,400,354,2480,,,255,Rare,75000,,"{""speed"":6.8,""handling"":6.3,""acceleration"":6.7,""launch"":8.1,""braking"":4.7,""offroad"":5.2}"
audi-17-rotek-racing-tt-rs-2016,2016,Audi,#17 Rotek Racing TT RS,2016 Audi #17 Rotek Racing TT RS,2425,52,FWD,S,796,380,390,,,,,,,,"{""speed"":6.1,""handling"":7.2,""acceleration"":8.3,""launch"":3.4,""braking"":7,""offroad"":""""}"
audi-r8-v10-plus-2016,2016,Audi,R8 V10 plus,2016 Audi R8 V10 plus,3428,44,AWD,S1,834,610,413,5204,,,305,Epic,242000,,"{""speed"":7.8,""handling"":7.1,""acceleration"":7.8,""launch"":7.4,""braking"":7.3,""offroad"":5.1}"
audi-r8-v10-plus-preorder-edition-2016,2016,Audi,R8 V10 plus PreOrder Edition,2016 Audi R8 V10 plus PreOrder Edition,3428,44,AWD,S1,900,610,413,5204,,,1,,,,"{""speed"":7.9,""handling"":7.9,""acceleration"":8.9,""launch"":9.9,""braking"":9.6,""offroad"":""""}"
audi-rs-6-avant-2015,2015,Audi,RS 6 Avant,2015 Audi RS 6 Avant,4266,53,AWD,A,754,552,516,4000,,,285,Rare,150000,,"{""speed"":7.4,""handling"":6,""acceleration"":7.5,""launch"":8.3,""braking"":5.3,""offroad"":5.2}"
audi-s1-2015,2015,Audi,S1,2015 Audi S1,2899,60,AWD,B,644,228,273,1984,,,225,Common,35000,,"{""speed"":5.6,""handling"":5.9,""acceleration"":5.2,""launch"":4.4,""braking"":3.7,""offroad"":5.6}"
audi-s3-sedan-2015,2015,Audi,S3 Sedan,2015 Audi S3 Sedan,3153,59,AWD,C,497,300,280,1984,,,,,,,"{""speed"":6.5,""handling"":4.6,""acceleration"":7.1,""launch"":"""",""braking"":4.4,""offroad"":""""}"
audi-team-forza-tts-coupe-2015,2015,Audi,Team Forza TTS Coupe,2015 Audi Team Forza TTS Coupe,2852,55,AWD,,,333,301,,,,,,,,"{""speed"":6.8,""handling"":5.2,""acceleration"":7.5,""launch"":"""",""braking"":4.9,""offroad"":""""}"
audi-tts-coupe-2015,2015,Audi,TTS Coupe,2015 Audi TTS Coupe,3053,57,AWD,A,724,310,280,1984,,,255,Common,52000,,"{""speed"":6.7,""handling"":6.3,""acceleration"":5.8,""launch"":6.4,""braking"":4,""offroad"":5.2}"
audi-2-audi-team-joest-r18-e-tron-quattro-2014,2014,Audi,#2 Audi Team Joest R18 e-tron quattro,2014 Audi #2 Audi Team Joest R18 e-tron quattro,1918,45,AWD,R,810,758,958,,,,,,,,"{""speed"":6.9,""handling"":7,""acceleration"":8.7,""launch"":"""",""braking"":6.9,""offroad"":""""}"
audi-45-flying-lizard-motorsports-r8-lms-ultra-2014,2014,Audi,#45 Flying Lizard Motorsports R8 LMS Ultra,2014 Audi #45 Flying Lizard Motorsports R8 LMS Ultra,2888,42,RWD,P,997,522,391,5200,,,,,,,"{""speed"":7.6,""handling"":8.7,""acceleration"":10,""launch"":"""",""braking"":8.6,""offroad"":""""}"
audi-67-rotek-racing-s3-saloon-2014,2014,Audi,#67 Rotek Racing S3 Saloon,2014 Audi #67 Rotek Racing S3 Saloon,2425,55,FWD,S,743,330,286,,,,,,,,"{""speed"":5.7,""handling"":6.6,""acceleration"":8,""launch"":"""",""braking"":6.4,""offroad"":""""}"
audi-r8-coupe-v10-plus-5-2-fsi-quattro-2013,2013,Audi,R8 Coupe V10 plus 5.2 FSI quattro,2013 Audi R8 Coupe V10 plus 5.2 FSI quattro,3682,44,AWD,S1,802,542,398,5204,,,295,Epic,290000,,"{""speed"":7.3,""handling"":7,""acceleration"":7.1,""launch"":6.6,""braking"":6.9,""offroad"":5}"
audi-rs-4-avant-2013,2013,Audi,RS 4 Avant,2013 Audi RS 4 Avant,3957,53,AWD,A,728,444,317,4163,,,265,Rare,83000,,"{""speed"":7,""handling"":6.2,""acceleration"":5.5,""launch"":5.2,""braking"":5.2,""offroad"":5.2}"
audi-rs-7-sportback-2013,2013,Audi,RS 7 Sportback,2013 Audi RS 7 Sportback,4310,60,AWD,A,739,552,553,3993,,,275,Epic,225000,,"{""speed"":7.6,""handling"":5.9,""acceleration"":7,""launch"":8.2,""braking"":5.6,""offroad"":5.3}"
audi-s4-2013,2013,Audi,S4,2013 Audi S4,3847,60,AWD,A,738,329,324,2995,,,,,,,"{""speed"":6.9,""handling"":6.5,""acceleration"":7.7,""launch"":"""",""braking"":7.8,""offroad"":""""}"
audi-team-forza-r8-coupe-v10-plus-5-2-fsi-quattro-2013,2013,Audi,Team Forza R8 Coupe V10 plus 5.2 FSI quattro,2013 Audi Team Forza R8 Coupe V10 plus 5.2 FSI quattro,3020,46,AWD,,,626,460,,,,,,,,"{""speed"":8,""handling"":5.7,""acceleration"":9.3,""launch"":"""",""braking"":5.6,""offroad"":""""}"
audi-team-forza-rs-7-sportback-2013,2013,Audi,Team Forza RS 7 Sportback,2013 Audi Team Forza RS 7 Sportback,4196,59,AWD,,,609,609,,,,,,,,"{""speed"":8,""handling"":4.6,""acceleration"":8.2,""launch"":"""",""braking"":4.7,""offroad"":""""}"
audi-1-audi-sport-team-joest-r18-e-tron-quattro-2012,2012,Audi,#1 Audi Sport Team Joest R18 e-tron quattro,2012 Audi #1 Audi Sport Team Joest R18 e-tron quattro,1984,45,AWD,P,992,639,789,,,,,,,,"{""speed"":7.6,""handling"":8.9,""acceleration"":9.9,""launch"":"""",""braking"":8.8,""offroad"":""""}"
audi-r8-gt-spyder-2012,2012,Audi,R8 GT Spyder,2012 Audi R8 GT Spyder,3781,,AWD,S,626,560,398,5204,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-02-audi-a4-touring-car-2011,2011,Audi,#02 Audi A4 Touring Car,2011 Audi #02 Audi A4 Touring Car,2315,,RWD,R2,833,476,391,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-03-audi-a4-touring-car-2011,2011,Audi,#03 Audi A4 Touring Car,2011 Audi #03 Audi A4 Touring Car,2315,,RWD,R2,833,476,391,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-04-audi-a4-touring-car-2011,2011,Audi,#04 Audi A4 Touring Car,2011 Audi #04 Audi A4 Touring Car,2315,,RWD,R2,833,476,391,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-05-audi-a4-touring-car-2011,2011,Audi,#05 Audi A4 Touring Car,2011 Audi #05 Audi A4 Touring Car,2315,,RWD,R2,833,476,391,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-06-audi-a4-touring-car-2011,2011,Audi,#06 Audi A4 Touring Car,2011 Audi #06 Audi A4 Touring Car,2315,,RWD,R2,833,476,391,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-2-audi-sport-team-joest-r15-tdi-2011,2011,Audi,#2 Audi Sport Team Joest R15++ TDI,2011 Audi #2 Audi Sport Team Joest R15++ TDI,2050,44,RWD,P,983,550,700,,,,,,,,"{""speed"":7.9,""handling"":8.7,""acceleration"":9.5,""launch"":"""",""braking"":8.6,""offroad"":""""}"
audi-2-audi-sport-team-joest-r18-tdi-2011,2011,Audi,#2 Audi Sport Team Joest R18 TDI,2011 Audi #2 Audi Sport Team Joest R18 TDI,1984,,RWD,R1,986,540,664,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-4-forza-motorsport-r10-tdi-2011,2011,Audi,#4 Forza Motorsport R10 TDI,2011 Audi #4 Forza Motorsport R10 TDI,2039,,RWD,R1,991,650,810,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-r8-gt-2011,2011,Audi,R8 GT,2011 Audi R8 GT,3484,,AWD,S,648,560,398,5204,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-rs-3-sportback-2011,2011,Audi,RS 3 Sportback,2011 Audi RS 3 Sportback,3472,60,AWD,B,682,335,332,2480,,,225,Common,42000,,"{""speed"":7.6,""handling"":5.9,""acceleration"":7,""launch"":8.2,""braking"":5.6,""offroad"":5.3}"
audi-rs-3-sportback-ltd-ed-2011,2011,Audi,RS 3 Sportback (Ltd. Ed.),2011 Audi RS 3 Sportback (Ltd. Ed.),3472,,AWD,,,335,332,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-rs-5-coupe-2011,2011,Audi,RS 5 Coupe,2011 Audi RS 5 Coupe,3830,57,AWD,A,733,442,317,4163,,,265,Rare,88000,,"{""speed"":6.8,""handling"":6.1,""acceleration"":5.8,""launch"":5.7,""braking"":5.9,""offroad"":5.4}"
audi-forza-motorsport-r8-5-2-fsi-quattro-2010,2010,Audi,Forza Motorsport R8 5.2 FSI quattro,2010 Audi Forza Motorsport R8 5.2 FSI quattro,,,AWD,S,687,,,,,,,,,,"{""speed"":7.2,""handling"":6.4,""acceleration"":8.3,""launch"":8.9,""braking"":6.5,""offroad"":""""}"
audi-forza-ultimate-r8-5-2-fsi-quattro-2010,2010,Audi,Forza Ultimate R8 5.2 FSI quattro,2010 Audi Forza Ultimate R8 5.2 FSI quattro,,,AWD,A,558,,,,,,,,,,"{""speed"":7.9,""handling"":5.8,""acceleration"":7,""launch"":7.7,""braking"":5.8,""offroad"":""""}"
audi-forza-ultimate-tt-rs-coupe-2010,2010,Audi,Forza Ultimate TT RS Coupe,2010 Audi Forza Ultimate TT RS Coupe,,,AWD,B,442,,,,,,,,,,"{""speed"":6.6,""handling"":5.4,""acceleration"":5.5,""launch"":6.9,""braking"":5.2,""offroad"":""""}"
audi-r8-5-2-community-edition-2010,2010,Audi,R8 5.2 Community Edition,2010 Audi R8 5.2 Community Edition,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-r8-5-2-fsi-quattro-2010,2010,Audi,R8 5.2 FSI Quattro,2010 Audi R8 5.2 FSI Quattro,3571,44,AWD,A,656,525,417,5200,,,,,,,"{""speed"":7.3,""handling"":4.9,""acceleration"":8.7,""launch"":9.7,""braking"":5.2,""offroad"":""""}"
audi-r8-5-2-fsi-quattro-painted-tuned-2010,2010,Audi,R8 5.2 FSI Quattro (painted/tuned),2010 Audi R8 5.2 FSI Quattro (painted/tuned),3571,,AWD,,,525,417,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-s4-2010,2010,Audi,S4,2010 Audi S4,3638,,AWD,A,509,333,324,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-tt-rs-coupe-2010,2010,Audi,TT RS Coupe,2010 Audi TT RS Coupe,3294,60,AWD,A,707,335,332,2480,,,255,Rare,66000,,"{""speed"":6.6,""handling"":6,""acceleration"":5.8,""launch"":7,""braking"":4.4,""offroad"":5.4}"
audi-tt-rs-coupe-day-one-2010,2010,Audi,TT RS Coupe (Day One),2010 Audi TT RS Coupe (Day One),3042,,AWD,,,335,332,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-2-audi-sport-team-joest-r15-tdi-2009,2009,Audi,#2 Audi Sport Team Joest R15 TDI,2009 Audi #2 Audi Sport Team Joest R15 TDI,2050,,RWD,R1,995,629,820,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-forza-ultimate-r15-tdi-2009,2009,Audi,Forza Ultimate R15 TDI,2009 Audi Forza Ultimate R15 TDI,,,RWD,R1,983,,,,,,,,,,"{""speed"":8.2,""handling"":8.9,""acceleration"":9.1,""launch"":7.9,""braking"":8.8,""offroad"":""""}"
audi-q7-v12-tdi-2009,2009,Audi,Q7 V12 TDI,2009 Audi Q7 V12 TDI,5743,54,AWD,C,425,494,737,,,,,,,,"{""speed"":6.6,""handling"":3.8,""acceleration"":7.1,""launch"":"""",""braking"":3.9,""offroad"":""""}"
audi-r8-lms-2009,2009,Audi,R8 LMS,2009 Audi R8 LMS,3064,,RWD,R3,744,521,391,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-rs-6-2009,2009,Audi,RS 6,2009 Audi RS 6,4376,59,AWD,A,722,570,478,5000,,,275,Epic,155000,,"{""speed"":7.5,""handling"":6,""acceleration"":6.1,""launch"":6.7,""braking"":5.8,""offroad"":5.5}"
audi-2-audi-sport-north-america-r10-tdi-2008,2008,Audi,#2 Audi Sport North America R10 TDI,2008 Audi #2 Audi Sport North America R10 TDI,2039,,RWD,R1,991,650,810,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-a4-touring-car-2008,2008,Audi,A4 Touring Car,2008 Audi A4 Touring Car,2161,,RWD,R2,814,476,391,,,,,,,,"{""speed"":5.9,""handling"":8,""acceleration"":8.2,""launch"":7,""braking"":8.1,""offroad"":""""}"
audi-r8-4-2-2008,2008,Audi,R8 4.2,2008 Audi R8 4.2,3439,,AWD,A,590,420,317,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-s5-2007,2007,Audi,S5,2007 Audi S5,3795,,AWD,A,502,349,324,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-tt-coupe-s-line-2007,2007,Audi,TT Coupe S-Line,2007 Audi TT Coupe S-Line,3109,,AWD,B,467,247,236,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-2-audi-sport-north-america-r8-2006,2006,Audi,#2 Audi Sport North America R8,2006 Audi #2 Audi Sport North America R8,1984,45,RWD,,,625,553,,,,,,,,"{""speed"":7.7,""handling"":8.8,""acceleration"":9.6,""launch"":"""",""braking"":8.7,""offroad"":""""}"
audi-8-audi-sport-team-joest-audi-r10-tdi-2006,2006,Audi,#8 Audi Sport Team Joest Audi R10 TDI,2006 Audi #8 Audi Sport Team Joest Audi R10 TDI,2039,,RWD,R1,978,650,810,,,,,,,,"{""speed"":7.9,""handling"":8.9,""acceleration"":9.2,""launch"":8.2,""braking"":8.9,""offroad"":""""}"
audi-rs-4-2006,2006,Audi,RS 4,2006 Audi RS 4,3638,58,AWD,A,710,420,317,4163,,,255,Rare,53000,,"{""speed"":6.9,""handling"":6.1,""acceleration"":6,""launch"":5.5,""braking"":4.4,""offroad"":5.3}"
audi-5-audi-sport-japan-team-goh-r8-2004,2004,Audi,#5 Audi Sport Japan Team Goh R8,2004 Audi #5 Audi Sport Japan Team Goh R8,1984,45,RWD,,,625,553,,,,,,,,"{""speed"":7.7,""handling"":8.8,""acceleration"":9.6,""launch"":"""",""braking"":8.7,""offroad"":""""}"
audi-8-audi-abt-tt-r-2004,2004,Audi,#8 Audi ABT TT-R,2004 Audi #8 Audi ABT TT-R,2293,,RWD,R2,827,455,376,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-88-audi-sport-uk-team-veloqx-r8-2004,2004,Audi,#88 Audi Sport UK Team Veloqx R8,2004 Audi #88 Audi Sport UK Team Veloqx R8,,,RWD,R1,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-s4-2004,2004,Audi,S4,2004 Audi S4,3825,62,AWD,C,460,340,302,,,,,,,,"{""speed"":6.7,""handling"":4.3,""acceleration"":7.1,""launch"":"""",""braking"":4.2,""offroad"":""""}"
audi-tt-coupe-3-2-quattro-2004,2004,Audi,TT Coupe 3.2 quattro,2004 Audi TT Coupe 3.2 quattro,3505,,AWD,C,421,249,236,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-1-champion-rs6-2003,2003,Audi,#1 Champion RS6,2003 Audi #1 Champion RS6,3148,,AWD,S,655,496,409,,,,,,,,"{""speed"":6.6,""handling"":6.6,""acceleration"":7.2,""launch"":8.7,""braking"":6.5,""offroad"":""""}"
audi-rs-6-2003,2003,Audi,RS 6,2003 Audi RS 6,4024,59,AWD,B,677,450,415,4172,,,255,Rare,105000,,"{""speed"":6.8,""handling"":5.7,""acceleration"":5.1,""launch"":5,""braking"":4.1,""offroad"":5.4}"
audi-1-champion-s4-competition-2002,2002,Audi,#1 Champion S4 Competition,2002 Audi #1 Champion S4 Competition,3053,,AWD,S,644,420,345,,,,,,,,"{""speed"":6.4,""handling"":6.5,""acceleration"":7,""launch"":8.9,""braking"":6.5,""offroad"":""""}"
audi-1-infineon-audi-r8-2002,2002,Audi,#1 Infineon Audi R8,2002 Audi #1 Infineon Audi R8,,,RWD,R1,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-38-champion-r8-2001,2001,Audi,#38 Champion R8,2001 Audi #38 Champion R8,,,RWD,P1,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-4-johansson-motorsport-r8-2001,2001,Audi,#4 Johansson Motorsport R8,2001 Audi #4 Johansson Motorsport R8,1984,,RWD,R1,937,625,,,,,,,,,"{""speed"":7.3,""handling"":8.8,""acceleration"":9,""launch"":8,""braking"":8.8,""offroad"":""""}"
audi-rs-4-avant-2001,2001,Audi,RS 4 Avant,2001 Audi RS 4 Avant,3571,58,AWD,B,663,375,324,2671,,,255,Common,50000,,"{""speed"":6.4,""handling"":5.8,""acceleration"":5.5,""launch"":4.7,""braking"":3.6,""offroad"":5.2}"
audi-awe-tuning-silverbullet-s4-2000,2000,Audi,AWE Tuning SilverBullet S4,2000 Audi AWE Tuning SilverBullet S4,,,AWD,A,832,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-s4-2000,2000,Audi,S4,2000 Audi S4,3384,,AWD,C,415,250,258,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
audi-avant-rs-2-1995,1995,Audi,Avant RS 2,1995 Audi Avant RS 2,3517,58,AWD,B,601,311,302,2226,,,245,Common,94000,,"{""speed"":6,""handling"":5.1,""acceleration"":5,""launch"":5.3,""braking"":3.2,""offroad"":5.2}"
audi-4-audi-90-quattro-imsa-gto-1989,1989,Audi,#4 Audi 90 quattro IMSA GTO,1989 Audi #4 Audi 90 quattro IMSA GTO,2659,52,AWD,R,859,711,531,,,,,,,,"{""speed"":7,""handling"":6.8,""acceleration"":9.5,""launch"":"""",""braking"":6.7,""offroad"":""""}"
audi-2-audi-sport-quattro-s1-1986,1986,Audi,#2 Audi Sport quattro S1,1986 Audi #2 Audi Sport quattro S1,2403,52,AWD,S1,827,469,354,2110,,,275,Epic,375000,,"{""speed"":6.3,""handling"":6.4,""acceleration"":8.9,""launch"":2.4,""braking"":5.5,""offroad"":7.8}"
