S,Year Makes: 134 Models: 902,Nickname,Ordinal,Year,Makes: 134,Models: 902,Special Access,DLC Pack,Special Reward/Gift,Direct Access,Car Value,Rarity,FE Boost,Car Type,Spec,Class,PI,S,H,A,L,B,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire,R Tire,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FH5 Debut,Forza Debut,Latest game,New to Forza,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,2015 Alumicraft Class 10 Race Car Forza Edition,Alumi Craft FE,,2015,Alumicraft,Class 10 Race Car Forza Edition,Exclusive,,,,"350,000",FE,Destruction,Offroad Buggies,Upgraded,B,679,5.3,6.5,6.8,8.1,6.3,,196,190,2200,11.22,45,2384,NA,Inline,4,R,RWD,,265,no,Preset,300,none,stock,N. America,U.S.,,side,2,L,4,,,5.581,17.079,,122.9,158.4,389.3,0.86,0.85,11.498,12953,,28-Sep-18,FH4,FH4,,FE,,,,,,,,,,,1,XBO,0
FALSE,1977 AMC Pacer X,AMC Pacer,,1977,AMC,Pacer X,,,,,,,,Hot Hatch Genesis,Factory,E,209,4.3,3.5,4.5,5.1,3.3,,120,212,3425,28.54,55,4229,NA,Inline,6,F,RWD,,,,,,,stock,N. America,U.S.,,,3,L,4,,IMC?,13.381,43.880,18.583,113.6,150.6,381.5,0.93,0.88,30.499,11886,,01-May-12,FM7,FM4,,,FM7,cu,,,,,DLC,,,,3,XBO,0
FALSE,1973 AMC Gremlin X,AMC Gremlin,1482,1973,AMC,Gremlin X,"Autoshow, WS",,,,"35,000",Common,,Cult Cars,Factory,D,403,4.0,3.9,3.4,3.4,2.3,5.2,150,245,2840,18.93,54,4971,NA,V,8,F,RWD,,205,Both,Hood,"415, 475d, 640, 425, 700","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,9.600,25.083,,112.1,173.4,424.6,0.78,0.78,15.483,11914,05-Nov-21,03-Jul-12,FH5,FM4,FH5,FH4,,DLC,,,,,DLC,,,,4,XBO,1
FALSE,1971 AMC Javelin AMX,AMC Javelin,1267,1971,AMC,Javelin AMX,Seasonal,Series 15 cu,,,"250,000",Rare,,Classic Muscle,Factory,D,493,4.5,3.6,3.4,2.8,2.2,5.2,330,430,3445,10.44,53,3445,NA,V,8,F,RWD,,215,Rear,Hood,"415, 475d, 640, 800, 1500","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,6.500,15.483,14.300,125.1,171.1,428.1,0.78,0.78,8.983,11669,08-Dec-22,14-Dec-10,FH5,FM3,cu,FH4,FM7,FH3,FM6,FH2,FM5,DLC,FM4,DLC,,,10,XBO,1
FALSE,"1970 AMC Rebel ""The Machine""",AMC Rebel,1572,1970,AMC,"Rebel ""The Machine""",Seasonal,Series 15 cu,,,"250,000",Rare,,Classic Muscle,Factory,C,531,5.1,3.8,3.6,2.9,2.5,5.8,340,427,3650,10.74,55,6392,NA,V,8,F,RWD,,215,Both,Hood,"415, 475d, 640, 800, 850, 1500, 1750","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,6.400,14.500,13.917,141.0,170.1,423.7,0.77,0.76,8.100,12223,29-Dec-22,05-May-15,FH5,FH2,cu,cu,FM7,FH3,FM6,DLC,,,,,,,6,XBO,1
FALSE,2554 AMG Transport Dynamics M12S Warthog CST,M12S Warthog CST,2574,2554,AMG Transport Dynamics,M12S Warthog CST,"Autoshow, WS",,,,"850,000",Legendary,,Unlimited Offroad,Fantasy,A,719,4.2,4.0,8.6,10.0,6.7,10.0,720,855,5071,7.04,54,8003,TT,V,8,F,AWD,,420,no,none,"800, 850",none,no,N. America,U.S.,,Yes,2,L,4,,Heavy,3.535,9.229,,116.9,118.9,268.8,0.96,0.96,5.694,12552,05-Nov-21,23-Sep-16,FH5,FH3,FH5,FH4,,cu,,,,,,,,,3,XBO,1
FALSE,2018 Apollo Intensa Emozione,Apollo IE '18,3141,2018,Apollo,Intensa Emozione,"Autoshow, WS",,,,"1,500,000",Legendary,,Extreme Track Toys,Factory,S2,963,7.4,10.0,7.7,8.4,10.0,3.9,780,560,2756,3.53,45,6300,NA,V,12,M,RWD,,325,no,Adjustable,"750, 850",TT,stock,Europe,Germany,,,2,R,4,,,2.583,5.183,,204.5,68.9,153.1,1.73,2.20,2.600,13090,05-Nov-21,07-May-19,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO,1
FALSE,2018 Apollo Intensa Emozione 'Welcome Pack',Apollo IE WP,3682,2018,Apollo,Intensa Emozione 'Welcome Pack',DLC Autoshow,FH5 Welcome Pack,Free w/DLC,,"1,500,000",Common,,Extreme Track Toys,Upgraded,S2,998,7.6,10.0,7.9,8.6,10.0,3.8,930,634,2480,2.67,45,6300,NA,V,12,M,RWD,,,no,Adjustable,"750, 850",TT,stock,Europe,Germany,,,2,R,4,,,2.547,5.139,,211.0,66.5,146.7,1.78,2.33,2.592,13210,05-Nov-21,05-Nov-21,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2016 Ariel Nomad,Ariel Nomad,2430,2016,Ariel,Nomad,"Autoshow, WS",,,,"93,000",Rare,,Unlimited Buggies,Factory,A,711,5.2,4.7,6.5,7.2,4.2,8.1,236,221,1477,6.26,38,2354,NA,Inline,4,R,RWD,,235,no,Rally lights,"300, 475(3L)","T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,OR,3.400,8.700,11.783,143.9,132.9,327.5,0.96,0.95,5.300,12553,05-Nov-21,23-Sep-16,FH5,FH3,FH5,FH4,FM7,FH3,,,,,,,,,4,XBO,1
FALSE,2013 Ariel Atom 500 V8,Ariel Atom,3786,2013,Ariel,Atom 500 V8,"Autoshow, WS",,,,"200,000",Epic,,Extreme Track Toys,Factory,S2,924,6.3,8.8,7.8,8.5,7.2,3.9,475,268,1433,3.02,36,2970,NA,V,8,M,RWD,,245,no,Forza,"750, 475(3L)",TT,stock,Europe,U.K.,,Yes,2,R,4,,"OT, SS?",3.139,5.682,10.217,176.8,103.1,240.1,1.32,1.68,2.543,12052,05-Nov-21,22-Nov-13,FH5,FM5,FH5,HTF,FM7,FH3,FM6,FH2,FM5,,,,,,7,XBO,1
FALSE,2012 Ascari KZ1R,Ascari KZ1R,1428,2012,Ascari,KZ1R,Seasonal,Series 6 cu,,,"250,000",Epic,,Modern Supercars,Race,S1,829,7.9,7.3,5.9,5.2,5.9,4.9,520,398,2976,5.72,46,4948,NA,V,8,M,RWD,,335,Both,Forza,750,"TT, CS",stock,Europe,U.K.,,,2,L,4,,,3.700,8.182,,217.0,109.3,260.8,1.16,1.28,4.482,11915,31-Mar-22,03-Jul-12,FH5,FM4,cu,FH4,,,,,,FH1,DLC,,,,4,XBO,1
FALSE,2023 Aston Martin Valkyrie,AM Valkyrie,2968,2023,Aston Martin,Valkyrie,Seasonal,Series 28 cu,,,"3,250,000",Legendary,,Hypercars,Factory,S2,978,9.2,8.8,7.4,8.0,10.0,4.7,1140,663,2976,2.61,40,6500,NA,V,12,M,RWD,265/35R20,325/30R21,no,Adjustable,none,TT,,Europe,U.K.,,,2,L,4,,,3.317,5.633,,250.3,75.6,165.8,1.37,1.67,2.316,13448,25-Dec-23,25-Dec-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2022 Aston Martin Valkyrie AMR Pro,AM Valkyrie AMR,3631,2022,Aston Martin,Valkyrie AMR Pro,"Backstage, Seasonal",Series 31 cu,,,"4,210,000",Legendary,,Extreme Track Toys,Race,S2,998,7.3,9.4,7.7,8.3,10.0,4.9,800,436,2370,2.96,42,6499,NA,V,12,M,RWD,265/35R21,305/30R21,Both,Forza,none,none,stock,Europe,U.K.,,,2,L,4,,,2.667,4.750,,196.8,62.0,132.9,1.95,2.81,2.083,13461,29-Feb-24,31-Jan-24,FH5,FM,cu,,,,,,,,,,,,1,XBO,1
FALSE,2021 Aston Martin DBX,AM DBX '21,3580,2021,Aston Martin,DBX,DLC Autoshow,FH5 Car Pass,Free w/DLC,,"200,000",Rare,,Sports Utility Heroes,Factory,A,732,6.5,5.3,5.9,6.1,5.2,6.3,543,516,4949,9.11,54,3982,TT,V,8,F,AWD,,325,Both,Forza,"602, 608, 750, 1042",none,eng,Europe,U.K.,,,5,L,4,,,4.600,10.583,,178.4,107.2,265.5,1.03,1.02,5.983,13301,23-Jun-22,23-Jun-22,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2019 Aston Martin DBS Superleggera,AM DBS SL '19,3185,2019,Aston Martin,DBS Superleggera,"Autoshow, WS",,,,"350,000",Epic,,Super GT,Factory,S1,835,7.8,6.6,5.8,6.2,6.9,4.5,715,663,3966,5.55,51,5204,TT,V,12,F,RWD,,305,Both,Forza,820,none,eng,Europe,U.K.,,,2,L,4,,,3.387,6.359,,215.3,95.9,230.1,1.09,1.17,2.972,13104,05-Nov-21,01-Aug-19,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO,1
FALSE,2019 Aston Martin Valhalla Concept Car,Valhalla Concept,3364,2019,Aston Martin,Valhalla Concept Car,"Autoshow, WS",,,,"1,150,000",Legendary,,Hypercars,Factory,S2,959,8.5,9.1,10.0,10.0,9.4,4.6,1042,995,3097,2.97,41,2990,TT,V,6,M,AWD,,345,no,Adjustable,none,none,eng,Europe,U.K.,,,2,L,4,,,1.950,3.900,,242.3,76.0,180.2,1.36,1.65,1.950,13211,05-Nov-21,05-Nov-21,FH5,FH5,FH5,,,,,,,,,,,,1,XBO,1
FALSE,2019 Aston Martin Vantage,AM Vantage '19,3091,2019,Aston Martin,Vantage,"Autoshow, WS",,,,"430,000",Epic,,GT Cars,Factory,S1,801,7.0,6.7,6.0,6.4,6.1,4.6,503,505,3497,6.95,50,3982,TT,V,8,F,RWD,,295,Both,Forza,"602, 608, 750",none,eng,Europe,U.K.,,,2,R,4,,,3.500,8.400,,192.0,105.6,253.2,1.11,1.19,4.900,13036,05-Nov-21,22-Nov-18,FH5,FH4,FH5,DLC,,,,,,,,,,,2,XBO,1
FALSE,2017 Aston Martin #7 Aston Martin Racing V12 Vantage GT3,#7 Aston GT3,,2017,Aston Martin,#7 Aston Martin Racing V12 Vantage GT3,,,,,,,,Forza GT,Race,R,833,6.7,7.0,8.9,3.4,6.9,,600,516,2950,4.92,52,,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,3.200,6.400,11.200,182.7,113.0,265.7,1.45,1.64,3.200,12870,,15-Feb-18,FM7,FM7,,,DLC,,,,,,,,,,1,XBO,0
FALSE,2017 Aston Martin DB11,AM DB11,2527,2017,Aston Martin,DB11,"Autoshow, WS",,,,"300,000",Epic,,Super GT,Factory,A,787,7.3,6.5,5.7,6.1,6.1,4.7,608,516,4134,6.80,51,5204,TT,V,12,F,RWD,,295,Both,Forza,none,none,no,Europe,U.K.,,,2,L,4,,BRG,3.686,7.885,11.667,201.8,105.1,252.5,1.07,1.12,4.199,12658,05-Nov-21,07-Feb-17,FH5,FH3,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2017 Aston Martin DB11 PreOrder Car,AM DB11 PO,,2017,Aston Martin,DB11 PreOrder Car,DLC promo,,,,"300,000",Epic,,Super GT,Upgraded,S1,900,8.9,8.2,6.7,8.3,8.7,,800,646,2866,3.58,51,5204,,V,12,F,RWD,,,no,,,,,Europe,U.K.,,,2,L,4,,,,,,,,,,,,12954,,28-Sep-18,FH4,FH4,,DLC,,,,,,,,,,,1,XBO,0
FALSE,2017 Aston Martin Vanquish Zagato Coupe,AM Vanquish '17,3125,2017,Aston Martin,Vanquish Zagato Coupe,"Backstage, Seasonal",Series 36 cu,,,"60,000",Epic,,Super GT,Factory,S1,803,7.4,6.1,5.9,6.1,6.9,5.3,595,464,3891,6.54,51,5935,NA,V,12,F,RWD,,305,Both,Forza,820,"TT, PDS",stock,Europe,U.K.,,,2,R,4,,,3.500,7.700,,202.5,125.8,310.7,1.04,1.10,4.200,13105,18-Jul-24,01-Aug-19,FH5,FH4,cu,cu,,,,,,,,,,,2,XBO,1
FALSE,2017 Aston Martin Vulcan AMR Pro,AM Vulcan AMR,3211,2017,Aston Martin,Vulcan AMR Pro,"Autoshow, WS",,Accolade,,"2,000,000",Legendary,,Extreme Track Toys,Race,S2,953,7.7,9.6,6.5,7.0,10.0,3.2,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,,345,Both,Adjustable,750,none,stock,Europe,U.K.,,,2,L,4,,HR,2.984,5.749,,211.0,71.3,158.2,1.73,2.08,2.765,13128,05-Nov-21,10-Feb-20,FH5,FH4,FH5,cu,,,,,,,,,,,2,XBO,1
FALSE,2015 Aston Martin Vantage GT12,AM Vantage '16,2493,2015,Aston Martin,Vantage GT12,Accolade,,Accolade,,"400,000",Epic,,Track Toys,Factory,S1,829,6.7,8.0,5.9,6.1,8.1,4.4,593,461,3450,5.82,51,5935,NA,V,12,F,RWD,,325,no,Forza,750,PDS,stock,Europe,U.K.,,,2,R,4,,,3.686,7.984,11.667,183.0,94.1,220.1,1.16,1.33,4.298,12554,05-Nov-21,23-Sep-16,FH5,FH3,FH5,FH4,FM7,FH3,,,,,,,,,4,XBO,1
FALSE,2016 Aston Martin Vulcan,AM Vulcan,,2016,Aston Martin,Vulcan,,,,,"1,500,000",Legendary,,Extreme Track Toys,Race,S2,954,8.1,10.0,7.5,9.0,10.0,,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,,345,Both,Adjustable,"750, 820",none,stock,Europe,U.K.,,,2,L,4,,,3.000,5.700,11.117,211.0,98.3,222.0,1.51,1.82,2.700,12624,,04-Oct-16,FH4,FH3,,FH4,FM7,DLC,,,,,,,,,3,XBO,0
FALSE,2016 Aston Martin Vulcan Forza Edition,AM Vulcan FE,,2016,Aston Martin,Vulcan Forza Edition,Exclusive,,,,"1,750,000",FE,Clean Skills,Extreme Track Toys,Upgraded,S2,955,8.1,10.0,7.5,9.0,10.0,,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,,345,no,Preset,"750, 820",none,stock,Europe,U.K.,,,2,L,4,,,,,,,,,,,.000,12955,,28-Sep-18,FH4,FH4,,FE,,,,,,,,,,,1,XBO,0
FALSE,2013 Aston Martin V12 Vantage S,Vantage S '13,1651,2013,Aston Martin,V12 Vantage S,"Autoshow, WS",,,,"240,000",Epic,,Super GT,Factory,A,796,7.8,6.2,5.4,5.7,6.4,4.4,565,457,3671,6.50,52,5935,NA,V,12,F,RWD,,295,Both,Forza,750,PDS,stock,Europe,U.K.,,,2,L,4,,,4.100,8.800,12.067,213.3,105.7,251.2,1.00,1.06,4.700,12247,05-Nov-21,07-Jul-15,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO,1
FALSE,2012 Aston Martin V12 Zagato,AM V12 Zagato,,2012,Aston Martin,V12 Zagato,,,,,,,,Sport GT,Factory,A,622,7.4,5.4,7.9,,5.3,,510,420,3704,7.26,51,5935,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,R,4,,,4.083,9.200,12.200,199.1,130.5,335.7,1.18,1.22,5.117,12308,,15-Sep-15,FM7,FM6,,,FM7,FH3,DLC,,,,,,,,3,XBO,0
FALSE,2012 Aston Martin Vanquish,AM Vanquish,,2012,Aston Martin,Vanquish,,,,,"348,000",Epic,,Super GT,Factory,S1,802,7.9,7.0,6.7,8.3,7.5,,565,457,3834,6.79,51,5935,NA,V,12,F,RWD,,305,Front,Forza,none,TT,stock,Europe,U.K.,,,2,L,4,,,4.200,8.800,11.933,200.1,134.3,331.0,0.96,1.02,4.600,12009,,02-Apr-13,FH4,FH1,,FH4,FM7,FH3,FM6,FH2,FM5,DLC,,,,,7,XBO,0
FALSE,2012 Aston Martin Vanquish (Ltd. Ed.),,,2012,Aston Martin,Vanquish (Ltd. Ed.),DLC promo,,,,,,,Modern GT,Upgraded,,,,,,,,,620,500,3417,5.51,,,,,12,F,RWD,,,,,,,,Europe,U.K.,,,2,L,4,,,4.181,,,195.4,,,,,,12053,,22-Nov-13,FM5,FM5,,,,,,,DLC,,,,,,1,XBO,0
FALSE,2012 Aston Martin Virage,,,2012,Aston Martin,Virage,DLC promo,,,,,,,Sports,Factory,A,555,,,,,,,490,420,3935,8.03,,6000,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,4.500,,,197.1,,,,,,11825,,01-Nov-11,FH1,FM4,,,,,,,,DLC,DLC,,,,2,360,0
FALSE,2011 Aston Martin #009 Aston Martin Racing AMR One,,,2011,Aston Martin,#009 Aston Martin Racing AMR One,,,,,,,,P1 Racing,Race,R1,976,,,,,,,540,435,1984,3.67,,,,,6,M,RWD,,,,,,,,Europe,U.K.,,Yes,2,R,4,,,2.500,5.800,,204.6,,,,,,11877,,03-Apr-12,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2011 Aston Martin #6 Muscle Milk Aston Martin Lola,,,2011,Aston Martin,#6 Muscle Milk Aston Martin Lola,,,,,,,,P1 Racing,Livery,R1,989,,,,,,,653,516,1984,3.04,,5900,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,R,4,,,3.100,,,209.7,,,,,,11731,,14-Oct-11,FM4,FM4,,,,,,,,,FM4,,,,1,360,0
FALSE,2011 Aston Martin Cygnet,,,2011,Aston Martin,Cygnet,,,,,,,,City,Factory,F,157,,,,,,,97,82,2178,22.45,,,,,4,F,FWD,,,,,,,,Europe,U.K.,,,3,R,4,,,11.400,,,110.8,,,,,,11903,,05-Jun-12,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2011 Aston Martin V12 Zagato (Villa d'Este),,,2011,Aston Martin,V12 Zagato (Villa d'Este),,,,,,,,Super GT,Factory,S1,842,7.6,7.5,8.3,8.4,9.0,,510,420,3197,6.27,51,5935,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,4.100,9.000,,201.5,105.6,266.0,1.21,1.28,4.900,11868,,06-Mar-12,FH2,FM4,,,,,,FH2,DLC,FH1,DLC,,,,4,XBO,0
FALSE,2010 Aston Martin One-77,AM One-77,1181,2010,Aston Martin,One-77,Autoshow,Series 13 cu,,,"1,400,000",Legendary,,Super GT,Factory,S1,843,8.0,6.8,6.2,6.7,6.9,4.5,750,553,3307,4.41,49,7312,NA,V,12,F,RWD,,335,Both,Forza,none,TT,stock,Europe,U.K.,,,2,L,4,,CS,3.485,6.884,11.240,210.1,95.5,225.6,1.13,1.19,3.399,11599,03-Nov-22,12-Jan-10,FH5,FM3,cu,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,DLC,,,10,XBO,1
FALSE,2010 Aston Martin Rapide,,,2010,Aston Martin,Rapide,,,,,,,,Sedan,Factory,A,517,8.6,5.2,7.0,7.2,5.1,,470,442,4299,9.15,51,5935,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,4,L,4,,,5.084,11.300,,198.8,137.1,351.0,0.89,0.90,6.216,11609,,08-Mar-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2010 Aston Martin V12 Vantage,,,2010,Aston Martin,V12 Vantage,,,,,,,,Sports,Factory,A,561,8.2,5.7,7.7,7.5,5.6,,511,420,3704,7.25,51,5900,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,R,4,,,4.400,9.700,,200.5,123.8,320.2,0.96,0.97,5.300,11610,,08-Mar-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2009 Aston Martin #007 Aston Martin Lola,,,2009,Aston Martin,#007 Aston Martin Lola,,,,,,,,P1 Racing,Race,R1,989,,,,,,,653,516,1984,3.04,45,5900,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,3.100,,,209.7,,,,,,11589,,08-Dec-09,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2008 Aston Martin #008 Bell Motorsports DBR9,,,2008,Aston Martin,#008 Bell Motorsports DBR9,,,,,,,,GT1,Livery,R2,826,6.7,7.5,8.3,7.1,7.6,,625,,2425,3.88,,,,,12,F,RWD,,,,,,,,Europe,England,,,2,L,4,,,,,,,,,,,,11463,,27-Oct-09,FM3,FM3,,,,,,,,,,FM3,,,1,360,0
FALSE,2008 Aston Martin #009 Aston Martin Racing DBR9,,,2008,Aston Martin,#009 Aston Martin Racing DBR9,,,,,,,,GT1,Livery,R2,825,,,,,,,625,550,2425,3.88,,,,,12,F,RWD,,,,,,,,Europe,U.K.,,,2,L,4,,,3.600,,,185.4,,,,,,11464,,27-Oct-09,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2008 Aston Martin DBS,AM DBS,1081,2008,Aston Martin,DBS,"Backstage, Seasonal",Series 29 cu,,,"325,000",Epic,,GT Cars,Factory,A,746,7.3,5.4,5.1,4.8,6.2,5.2,510,420,3737,7.33,53,5935,NA,V,12,F,RWD,245/35R20,295/30R20,Both,Forza,"750, 800, 820, 1140",PDS,stock,Europe,U.K.,,,2,L,4,,,4.200,9.100,,197.7,107.3,258.9,0.97,1.03,4.900,11529,04-Jan-24,27-Oct-09,FH5,FM3,cu,DLC,FM7,,FM6,,FM5,DLC,FM4,DLC,,,8,XBO,1
FALSE,2008 Aston Martin Team Forza DBS,,,2008,Aston Martin,Team Forza DBS,DLC promo,,,,,,,Exotic GT,Upgraded,,,8.0,6.2,9.0,,6.2,,760,570,2994,3.94,52,,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,2.900,5.900,,215.2,114.4,280.8,1.31,1.44,3.000,12153,,30-Sep-14,FM6,FH2,,,,,DLC,DLC,,,,,,,2,XBO,0
FALSE,2006 Aston Martin #007 Aston Martin Racing DBR9,#07 AM DBR9,,2006,Aston Martin,#007 Aston Martin Racing DBR9,,,,,,,,Forza GT,Race,R,881,6.9,7.4,9.1,,7.4,,625,550,2425,3.88,50,,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,3.600,6.200,11.100,187.2,115.6,256.2,1.49,1.81,2.600,11462,,27-Oct-09,FM7,FM3,,,FM7,,FM6,,FM5,,FM4,FM3,,,5,XBO,0
FALSE,2005 Aston Martin DB9 Coupe,,,2005,Aston Martin,DB9 Coupe,,,,,,,,Sports,Factory,A,526,,,,,,,450,420,3880,8.62,,,,V,12,F,RWD,,,,,,,,Europe,U.K.,,,2,L,4,,,4.800,,,185.4,,,,,,11008,,03-May-05,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,2005 Aston Martin Forza Motorsport DB9 Coupe,,,2005,Aston Martin,Forza Motorsport DB9 Coupe,DLC promo,,,,,,,Coupe,Upgraded,S,661,7.2,6.2,7.4,7.0,6.2,,623,522,3111,4.99,,,,,12,F,RWD,,,,,,,,Europe,England,,,2,L,4,,,,,,,,,,,,11466,,27-Oct-09,FM3,FM3,,,,,,,,,,DLC,,,1,360,0
FALSE,2003 Aston Martin DB7 Zagato,,,2003,Aston Martin,DB7 Zagato,,,,,,,,Sports,Factory,A,509,,,,,,,435,410,3836,8.82,,5900,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,4.900,,,194.3,,,,,,11925,,07-Aug-12,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2001 Aston Martin V12 Vanquish,,,2001,Aston Martin,V12 Vanquish,,,,,,,,Sports,Factory,A,503,,,,,,,460,400,4110,8.93,,,,V,12,F,RWD,,,,,,,,Europe,U.K.,,,2,L,4,,,4.700,,,188.4,,,,,,11009,,03-May-05,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1998 Aston Martin V8 Vantage V600,AM Vantage '98,,1998,Aston Martin,V8 Vantage V600,,,,,,,,Sport GT Icons,Factory,B,554,7.6,4.7,7.9,,4.7,,600,600,4414,7.36,55,5340,PDS,V,8,F,RWD,,,,,,,eng,Europe,U.K.,,,2,R,4,,Heavy,4.600,10.100,12.467,202.1,134.4,344.0,1.09,1.08,5.500,11916,,03-Jul-12,FM7,FM4,,,FM7,FH3,,,,,DLC,,,,3,XBO,0
FALSE,1990 Aston Martin Lagonda,AM Lagonda '90,3274,1990,Aston Martin,Lagonda,"Backstage, Seasonal",Series 39 cu,,,"250,000",Rare,,Retro Sports Cars,Factory,C,502,5.4,4.3,2.3,1.3,2.9,6.0,289,321,4550,15.74,52,5340,NA,V,8,F,RWD,255/60R16,255/60R16,Both,Forza,"640, 375(V8), 700","TT, PDS, CS",stock,Europe,U.K.,,,2,R,4,,,8.800,20.500,,145.7,162.2,392.3,0.83,0.84,11.700,,24-Oct-24,24-Oct-24,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,1989 Aston Martin #18 Aston Martin AMR1,#18 AMR1,,1989,Aston Martin,#18 Aston Martin AMR1,,,,,,,,Early Prototype Racers,Race,P,987,7.9,8.9,9.8,,8.7,,680,,,0.00,,,NA,V,8,M,RWD,,,,,,,stock,Europe,U.K.,,,2,R,4,,,2.500,4.700,9.533,212.7,91.0,202.2,1.71,2.42,2.200,12902,,08-Aug-18,FM7,FM7,,,cu,,,,,,,,,,1,XBO,0
FALSE,1977 Aston Martin V8 Vantage,AM Vantage '77,,1977,Aston Martin,V8 Vantage,,,,,,,,Vintage Sport GT,Factory,D,396,6.6,4.2,7.1,,4.0,,380,380,3803,10.01,51,5340,NA,V,8,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,5.400,13.218,13.750,175.0,131.3,333.3,1.01,0.98,7.818,11733,,14-Oct-11,FM7,FM4,,,FM7,FH3,Uni,,,,FM4,,,,4,XBO,0
FALSE,1964 Aston Martin DB5,AM DB5,1105,1964,Aston Martin,DB5,"Autoshow, WS",,,,"800,000",Epic,,Rare Classics,Factory,C,548,5.4,4.0,4.0,3.4,2.7,5.4,325,288,3230,9.94,51,3996,NA,Inline,6,F,RWD,,215,Both,Forza,"510, 602",T,stock,Europe,U.K.,,,2,R,4,,"BRG, IMC",8.079,19.000,18.978,151.3,159.2,401.0,0.79,0.78,10.921,11465,05-Nov-21,27-Oct-09,FH5,FM3,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,DLC,,,10,XBO,1
FALSE,1960 Aston Martin DB4 GT Zagato,AM DB4 GT,,1960,Aston Martin,DB4 GT Zagato,Exclusive,,,,"500,000",Legendary,,Classic Sports Cars,Factory,B,619,6.9,5.4,4.6,5.1,4.6,,314,278,2701,8.60,52,3670,NA,Inline,6,F,RWD,,195,Both,Street,321,T,stock,Europe,U.K.,,,2,R,4,,,5.984,14.983,15.100,171.9,190.2,476.7,0.75,0.74,8.999,11936,,04-Sep-12,FH4,FM4,,Barn,FM7,,,,,,DLC,,,,3,XBO,0
FALSE,1958 Aston Martin DBR1,AM DBR1,1386,1958,Aston Martin,DBR1,Autoshow,Series 28 cu,,,"22,500,000",Legendary,,Classic Racers,Race,B,678,6.5,4.2,3.5,2.4,3.3,5.0,254,247,1930,7.60,52,2992,NA,Inline,6,F,RWD,175/75R16,185/80R16,Both,Forza,"321, 300","T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,"HR, WFRC",4.200,11.184,,178.6,147.5,373.8,0.88,0.87,6.984,11732,05-Dec-23,14-Oct-11,FH5,FM4,cu,FH4,FM7,,FM6,FH2,DLC,FH1,FM4,,,,8,XBO,1
