"","Year Make Model","Nickname","Ordinal","Votes","Topic","Tags","Link","Year","Make","Model","Special Access","DLC Pack","Car Type","Spec","Class","PI","Aspiration","Engine","Cylinders","Eng","Drive","Region","Country","Model Family","Open Top","Doors","Steering","Wheels","FH5 Debut","Forza Debut","New to Forza","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","FM3","FM2","FM1","# Titles",""
"FALSE","1976 Volkswagen SP-2","VW SP-2 '76","3729","78","Volkswagen SP-2 1976","coupes, fh5-roster, sports-cars, Volkswagen","https://forums.forza.net/t/-/561734","1976","Volkswagen","SP-2","Seasonal","Series 36 cu","Classic Sports Cars","Factory","D","252","NA","Inline","4","R","RWD","Europe","Germany","","","2","L","4","25-Jul-24","16-Jul-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","1980 Abarth Fiat 131","Abarth 131","1124","59","Fiat 131 Rally (street) 1976-1980","Abarth-Fiat, fh5-roster","https://forums.forza.net/t/-/558848","1980","Abarth","Fiat 131","Backstage, Seasonal","Series 24 cu","Classic Rally","Factory","C","510","NA","Inline","4","F","RWD","Europe","Italy","","","2","L","4","31-Aug-23","27-Oct-09","FM3","cu","FH4","FM7","FH3","FM6","FH2","DLC","","FM4","DLC","","","9",""
"FALSE","1980 FIAT 124 Sport Spider","FIAT 124 Spider","2195","47","Fiat 124 Sport Spider 1966-1982","Abarth-Fiat, fh5-roster","https://forums.forza.net/t/-/558843","1980","FIAT","124 Sport Spider","Autoshow","Series 24 cu","Classic Sports Cars","Factory","D","288","NA","Inline","4","F","RWD","Europe","Italy","","Yes","2","L","4","15-Aug-23","12-Jul-16","FM6","cu","FH4","FM7","FH3","DLC","","","","","","","","5",""
"FALSE","1980 Lotus Esprit Turbo","Lotus Esprit '80","1334","87","Lotus Esprit Turbo 1980","coupes, fh5-roster, Lotus, sports-cars","https://forums.forza.net/t/-/568216","1980","Lotus","Esprit Turbo","Seasonal","Series 34 cu","Retro Supercars","Factory","C","538","T","Inline","4","M","RWD","Europe","U.K.","","","2","R","4","06-Jun-24","14-Oct-11","FM4","cu","","","","","","","","FM4","","","","2",""
"FALSE","1980 SUBARU BRAT GL","Subaru BRAT","2140","141","Subaru BRAT GL 1980","fh5-roster, pickup-trucks, Subaru","https://forums.forza.net/t/-/561257","1980","SUBARU","BRAT GL","Seasonal","Series 18 cu","Vans & Utility","Factory","D","273","NA","Flat","4","F","AWD","Asia","Japan","","","2","L","4","16-Mar-23","06-Jan-15","FH2","cu","","FM7","FH3","FM6","DLC","","","","","","","5",""
"FALSE","1981 Universal Studios Back to the Future Time Machine 1","BTTF 1 TM","3881","104","DMC DeLorean 1981-1983 (DMC-12)","coupes, DeLorean, fh5-roster, fmx360-roster, sports-cars","https://forums.forza.net/t/-/637173","1981","Universal Studios","Back to the Future Time Machine 1","DLC Autoshow","FH5 Universal Icons","Cult Cars","Fantasy","D","455","NA","V","6","R","RWD","N. America","U.S.","","","2","L","4","18-Jun-24","18-Jun-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1981 Universal Studios Back to the Future Time Machine 2","BTTF 2 TM","3882","104","DMC DeLorean 1981-1983 (DMC-12)","coupes, DeLorean, fh5-roster, fmx360-roster, sports-cars","https://forums.forza.net/t/-/637173","1981","Universal Studios","Back to the Future Time Machine 2","DLC Autoshow","FH5 Universal Icons","Cult Cars","Fantasy","D","435","NA","V","6","R","RWD","N. America","U.S.","","","2","L","4","18-Jun-24","18-Jun-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1981 Universal Studios Back to the Future Time Machine 3","BTTF 3 TM","3883","104","DMC DeLorean 1981-1983 (DMC-12)","coupes, DeLorean, fh5-roster, fmx360-roster, sports-cars","https://forums.forza.net/t/-/637173","1981","Universal Studios","Back to the Future Time Machine 3","DLC Autoshow","FH5 Universal Icons","Cult Cars","Fantasy","D","335","NA","V","6","R","RWD","N. America","U.S.","","","2","L","4","18-Jun-24","18-Jun-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1982 DeLorean DMC-12","DeLorean DMC-12","1270","104","DMC DeLorean 1981-1983 (DMC-12)","coupes, DeLorean, fh5-roster, fmx360-roster, sports-cars","https://forums.forza.net/t/-/637173","1982","DeLorean","DMC-12","Seasonal","Series 1 cu","Retro Sports Cars","Factory","D","464","NA","V","6","R","RWD","N. America","U.S.","","","2","L","4","11-Nov-21","14-Dec-10","FM3","cu","","","","","","","","FM4","DLC","","","3",""
"FALSE","1982 Lancia 037 Stradale","Lancia 037","1295","197","Lancia 037 Stradale 1982-1982","fh5-roster, Lancia","https://forums.forza.net/t/-/559777","1982","Lancia","037 Stradale","Backstage, Seasonal","Series 24 cu","Retro Rally","Factory","B","647","PDS","Inline","4","M","RWD","Europe","Italy","","","2","L","4","07-Sep-23","29-Oct-10","FM3","cu","FH4","FM7","FH3","FM6","FH2","FM5","DLC","FM4","DLC","","","10",""
"FALSE","1982 Universal Studios K.I.T.T.","K.I.T.T.","3884","79","K.I.T.T. (Knight Rider) 1982","coupes, custom-builds, fh5-roster, muscle-cars, Pontiac","https://forums.forza.net/t/-/559693","1982","Universal Studios","K.I.T.T.","DLC Autoshow","FH5 Universal Icons","Retro Muscle","Fantasy","A","743","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","18-Jun-24","18-Jun-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1982 Volkswagen Pickup LX","VW Pickup '82","3235","37","Volkswagen Transporter Type 2 1967-1979 (T2)","mpvs-vans, pickup-trucks, Volkswagen","https://forums.forza.net/t/-/561749","1982","Volkswagen","Pickup LX","DLC Autoshow","FH5 Car Pass","Vans & Utility","Factory","D","100","NA","Inline","4","F","FWD","Europe","Germany","","","2","L","4","16-Jun-22","16-Jun-22","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1985 HDT VK Commodore Group A","HDT VK Commodore","2584","","","","","1985","HDT","VK Commodore Group A","Seasonal","Series 11 cu","Retro Muscle","Factory","C","550","NA","V","8","F","RWD","Europe","Australia","","","4","R","4","25-Aug-22","07-Feb-17","FH3","cu","FH4","FM7","DLC","","","","","","","","","4",""
"FALSE","1985 Nissan Safari Turbo","Nissan Safari","2822","81","Nissan Patrol 1980-1989/2002 (160/260)","crossovers-suvs, Datsun, fh5-roster, Nissan, pickup-trucks","https://forums.forza.net/t/-/560531","1985","Nissan","Safari Turbo","Backstage, Seasonal","Series 18 cu","Pickups & 4x4s","Factory","D","230","T","Inline","6","F","AWD","Asia","Japan","","","3","R","4","23-Mar-23","05-Dec-17","FM7","cu","","DLC","","","","","","","","","","2",""
"FALSE","1986 Audi #2 Audi Sport quattro S1","#2 Audi S1","1478","137","Audi Sport Quattro S1 1983-1986","Audi, fh5-roster, fm-roster, racing-vehicles","https://forums.forza.net/t/-/557964","1986","Audi","#2 Audi Sport quattro S1","Seasonal","Series 18 cu","Rally Monsters","Race","S1","827","T","Inline","5","F","AWD","Europe","Germany","","","2","L","4","02-Mar-23","07-Feb-12","FM4","cu","FH4","FM7","FH3","","","","","DLC","","","","5",""
"FALSE","1986 BMW M635CSi","BMW M6 '86","1290","180","BMW M635 CSi 1986","BMW, coupes, fh5-roster, fm7-roster, grand-tourers","https://forums.forza.net/t/-/558076","1986","BMW","M635CSi","Backstage, Seasonal","Series 34 cu","Retro Saloons","Factory","C","589","NA","Inline","6","F","RWD","Europe","Germany","","","2","L","4","30-May-24","14-Oct-11","FM4","cu","","FM7","FH3","FM6","","","","FM4","","","","5",""
"FALSE","1986 Citroën BX4TC","Citroën BX4TC","3508","151","Citroen BX 4TC 1986","Citroen-DS, fh5-roster, hatchbacks","https://forums.forza.net/t/-/558461","1986","Citroën","BX4TC","Backstage, Seasonal","Series 34 cu","Retro Rally","Factory","C","567","T","Inline","4","F","AWD","Europe","France","","","5","L","4","13-Jun-24","13-Jun-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","1986 Ford F-150 XLT Lariat","Ford F-150 '86","3597","36","Ford F-Series F-150 1986","Ford, pickup-trucks","https://forums.forza.net/t/-/558984","1986","Ford","F-150 XLT Lariat","Backstage, Seasonal","Series 21 cu","Pickups & 4x4s","Factory","D","357","NA","V","8","F","AWD","N. America","U.S.","","","2","L","4","01-Jun-23","01-Jun-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","1986 Ford Mustang SVO","Ford Mustang SVO","3181","16","Ford Mustang 1994-2004 (SN95)","coupes, fh5-roster, Ford, muscle-cars, open-top-cars","https://forums.forza.net/t/-/759313","1986","Ford","Mustang SVO","DLC Autoshow","FH5 Car Pass","Retro Muscle","Factory","C","525","T","Inline","4","F","RWD","N. America","U.S.","","","3","L","4","03-Mar-22","03-Mar-22","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1986 Lancia Delta S4","Lancia Delta S4","1661","403","Lancia Delta S4 Stradale 1985-1986","fh5-roster, Lancia","https://forums.forza.net/t/-/559787","1986","Lancia","Delta S4","Seasonal","Series 24 cu","Retro Rally","Factory","B","682","T","Inline","4","M","AWD","Europe","Italy","","","2","L","4","17-Aug-23","23-Oct-12","FH1","cu","FH4","FM7","FH3","FM6","FH2","FM5","FH1","","","","","8",""
"FALSE","1987 Mercedes-Benz AMG Hammer Wagon","AMG Hammer Wagon","3177","41","Mercedes-Benz AMG Hammer Wagon 1987","custom-builds, fh5-roster, Mercedes, wagons","https://forums.forza.net/t/-/604840","1987","Mercedes-Benz","AMG Hammer Wagon","DLC Autoshow","FH5 European Auto","Retro Saloons","Factory","B","675","NA","V","8","F","RWD","Europe","Germany","","","5","L","4","27-Feb-24","27-Feb-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1987 Nissan Be-1","Nissan Be-1 '87","3856","23","Nissan Be-1 1987","fh5-roster, Nissan, sedans","https://forums.forza.net/t/-/647817","1987","Nissan","Be-1","DLC Autoshow","FH5 Nissan Retro","Cult Cars","Factory","D","257","NA","","","F","RWD","Asia","Japan","","","3","R","4","25-Apr-25","25-Apr-25","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1989 Nissan PAO","Nissan PAO '89","3855","42","Nissan Pao 1989","fh5-roster, hatchbacks, Nissan","https://forums.forza.net/t/-/560515","1989","Nissan","PAO","DLC Autoshow","FH5 Nissan Retro","Cult Cars","Factory","D","228","NA","","","F","RWD","Asia","Japan","","","","R","4","25-Apr-25","25-Apr-25","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1989 Nissan S-Cargo","S-Cargo '89","3860","44","Nissan S-Cargo 1991","fh5-roster, Nissan, Van","https://forums.forza.net/t/-/560530","1989","Nissan","S-Cargo","DLC Autoshow","FH5 Nissan Retro","Cult Cars","Factory","D","222","NA","","","F","RWD","Asia","Japan","","","3","R","4","25-Apr-25","25-Apr-25","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1990 Aston Martin Lagonda","AM Lagonda '90","3274","96","Aston Martin Lagonda 1990","Aston-Martin, fh5-roster, sedans","https://forums.forza.net/t/-/557849","1990","Aston Martin","Lagonda","Backstage, Seasonal","Series 39 cu","Retro Sports Cars","Factory","C","502","NA","V","8","F","RWD","Europe","U.K.","","","2","R","4","24-Oct-24","24-Oct-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","1990 Porsche 911 Reimagined by Singer - DLS","Porsche 911 '90","3248","236","Porsche 911 1989-1993 (964)","coupes, fm-roster, open-top-cars, Porsche, supercars","https://forums.forza.net/t/-/560833","1990","Porsche","911 Reimagined by Singer - DLS","Autoshow","Series 10 cu","Modern Supercars","Tuner","S1","830","NA","Flat","6","R","RWD","Europe","Germany","","","2","L","4","19-Jul-22","03-Nov-20","FH4","cu","cu","","","","","","","","","","","2",""
"FALSE","1990 SUBARU Legacy RS","Subaru Legacy RS","1382","23","Subaru Legacy RS 1990","fh5-roster, fm-roster, Subaru","https://forums.forza.net/t/-/574350","1990","SUBARU","Legacy RS","Seasonal","Series 11 cu","Retro Rally","Factory","C","514","T","Flat","4","F","AWD","Asia","Japan","","","4","R","4","01-Sep-22","01-May-12","FM4","cu","FH4","FM7","FH3","FM6","DLC","","","DLC","","","","7",""
"FALSE","1990 Vauxhall Lotus Carlton","Vaux Carlton","291","14","Vauxhall Lotus Carlton 1990-1992","fh5-roster, fm-roster, Lotus, Opel-Vauxhall","https://forums.forza.net/t/-/587614","1990","Vauxhall","Lotus Carlton","Backstage, Seasonal","Series 3 cu","Retro Saloons","Factory","B","635","TT","Inline","6","F","RWD","Europe","U.K.","","","4","R","4","27-Jan-22","29-May-07","FM2","cu","FH4","FM7","FH3","FM6","DLC","","","FM4","FM3","FM2","","9",""
"FALSE","1991 Bentley Turbo R","Bentley Turbo R","3172","28","Bentley Turbo R variants 1985-1999","Bentley, fh5-roster, sedans","https://forums.forza.net/t/-/636614","1991","Bentley","Turbo R","Seasonal","Series 12 cu","Retro Saloons","Factory","C","543","T","V","8","F","RWD","Europe","U.K.","","","4","L","4","15-Sep-22","26-Aug-20","FH4","cu","cu","","","","","","","","","","","2",""
"FALSE","1991 GMC Syclone","GMC Syclone","1294","152","GMC Syclone 1991","fh5-roster, GMC","https://forums.forza.net/t/-/573745","1991","GMC","Syclone","Seasonal","Series 22 cu","Vans & Utility","Factory","C","548","T","V","6","F","AWD","N. America","U.S.","","","2","L","4","29-Jun-23","14-Oct-11","FM4","cu","cu","","FH3","FM6","","FM5","","FM4","","","","6",""
"FALSE","1991 Nissan Figaro","Figaro '91","3929","88","Nissan Figaro 1991","fh5-roster, Nissan, open-top-cars","https://forums.forza.net/t/-/560467","1991","Nissan","Figaro","DLC Autoshow","FH5 Nissan Retro","Cult Cars","Factory","D","324","NA","","","F","FWD","Asia","Japan","","","2","R","4","25-Apr-25","25-Apr-25","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1991 Toyota Chaser GT Twin Turbo","Chaser GT TT '91","3914","95","Toyota Chaser GT Twin Turbo 1991","fh5-roster, sedans, Toyota","https://forums.forza.net/t/-/561403","1991","Toyota","Chaser GT Twin Turbo","Seasonal","Series 38 cu","Retro Saloons","Factory","C","597","TT","Inline","6","F","RWD","Asia","Japan","","","4","R","4","26-Sep-24","26-Sep-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","1991 Toyota Sera","Toyota Sera '91","3851","74","Toyota Sera 1991","coupes, fh5-roster, sports-cars, Toyota","https://forums.forza.net/t/-/561482","1991","Toyota","Sera","DLC Autoshow","FH5 JDM Jewels","Cult Cars","Factory","D","447","NA","Inline","4","F","FWD","Asia","Japan","","","3","R","4","16-Jul-24","16-Jul-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1992 Alfa Romeo 155 Q4 ","Alfa Romeo 155","1393","140","Alfa Romeo 155 1992-1998","Alfa-Romeo, fh5-roster","https://forums.forza.net/t/-/557725","1992","Alfa Romeo","155 Q4 ","Backstage, Seasonal","Series 24 cu","Retro Saloons","Factory","C","561","T","Inline","4","F","AWD","Europe","Italy","","","4","L","4","17-Aug-23","07-Feb-12","FM4","cu","cu","FM7","FH3","FM6","","","","DLC","","","","6",""
"FALSE","1992 Ferrari 512 TR","Ferrari 512TR","255","123","Ferrari Testarossa 1984-1996","coupes, Ferrari, fh5-roster, supercars","https://forums.forza.net/t/-/558836","1992","Ferrari","512 TR","Backstage, Seasonal","Series 7 cu","Retro Supercars","Factory","A","733","NA","Flat","12","M","RWD","Europe","Italy","","","2","L","4","12-May-22","03-May-05","FM1","cu","FH4","FM7","FH3","FM6","","FM5","DLC","FM4","FM3","FM2","FM1","11",""
"FALSE","1992 GMC Typhoon","GMC Typhoon","1394","80","GMC Typhoon 1992","crossovers-suvs, fh5-roster, GMC","https://forums.forza.net/t/-/580593","1992","GMC","Typhoon","Backstage, Seasonal","Series 22 cu","Vans & Utility","Factory","C","538","T","V","6","F","AWD","N. America","U.S.","","","3","L","4","06-Jul-23","01-Nov-11","FM4","cu","cu","","","","","","","DLC","","","","3",""
"FALSE","1992 Lancia Delta HF Integrale EVO","Lancia Delta","323","349","Lancia Delta HF Integrale EVO","fh5-roster, fm-roster, hatchbacks, Lancia","https://forums.forza.net/t/-/559785","1992","Lancia","Delta HF Integrale EVO","Autoshow","Series 24 cu","Retro Rally","Race","B","602","T","Inline","4","F","AWD","Europe","Italy","","","5","L","4","15-Aug-23","03-May-05","FM1","cu","FH4","FM7","FH3","FM6","FH2","","FH1","FM4","FM3","FM2","FM1","11",""
"FALSE","1992 Mazda 323 GT-R","Mazda 323 GT-R","2209","60","Mazda 323 / Protege / Familia 1989-1994 (BG)","fh5-roster, hatchbacks, Mazda, sedans, wagons","https://forums.forza.net/t/-/560029","1992","Mazda","323 GT-R","DLC Autoshow","FH5 Car Pass","Retro Rally","Factory","C","589","T","Inline","4","F","AWD","Asia","Japan","","","3","R","4","10-Feb-22","10-Feb-22","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1992 Mercedes-Benz 500 E","M-B 500 E","3175","187","Mercedes-Benz 500E 1992 (W124)","fh5-roster, Mercedes, open-top-cars, sedans","https://forums.forza.net/t/-/560184","1992","Mercedes-Benz","500 E","Seasonal","Series 31 cu","Retro Saloons","Factory","B","616","NA","V","8","F","RWD","Europe","Germany","","","4","L","4","21-Mar-24","21-Mar-24","FH5","cu","","","","","","","","","","","","1",""
"FALSE","1992 Mitsubishi Galant VR-4","Galant VR-4","1381","46","Mitsubishi Galant 1992","fh5-roster, fm-roster, Mitsubishi","https://forums.forza.net/t/-/560344","1992","Mitsubishi","Galant VR-4","Backstage, Seasonal","Series 17 cu","Retro Rally","Factory","C","540","T","Inline","4","F","AWD","Asia","Japan","","","2","R","4","16-Feb-23","01-May-12","FM4","cu","cu","FM7","FH3","FM6","DLC","","","DLC","","","","7",""
"FALSE","1992 Universal Studios Jeep Wrangler Sahara 'Jurassic Park'","Jeep Wrangler JP","3830","2","Jeep Wrangler 1987-1995 (YJ)","Jeep","https://forums.forza.net/t/-/638127","1992","Universal Studios","Jeep Wrangler Sahara 'Jurassic Park'","DLC Autoshow","FH5 Universal Icons","Pickups & 4x4s","Fantasy","D","344","NA","V","6","F","AWD","N. America","U.S.","","Yes","2","L","4","18-Jun-24","18-Jun-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1993 Autozam AZ-1","Autozam AZ-1 '93","3854","341","Autozam AZ-1 1993","Autozam, coupes, fh5-roster, kei-cars, sports-cars","https://forums.forza.net/t/-/557994","1993","Autozam","AZ-1","DLC Autoshow","FH5 JDM Jewels","Retro Hot Hatch","Factory","D","450","T","Inline","3","M","RWD","Asia","Japan","","","2","R","4","16-Jul-24","16-Jul-24","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1993 Jaguar XJ220S TWR","Jaguar XJ220S","3293","29","Jaguar XJ220 GT1 1993-1995","GT1-racing, Jaguar, racing-vehicles, TWR","https://forums.forza.net/t/-/559599","1993","Jaguar","XJ220S TWR","DLC Autoshow","FH5 Car Pass","Retro Supercars","Factory","S1","848","TT","V","6","M","RWD","Europe","U.K.","","","2","L","4","13-Jan-22","13-Jan-22","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1993 Schuppan 962CR","Schuppan 962CR","3288","17","Schuppan 962CR 1992-1994","Schuppan","https://forums.forza.net/t/-/639497","1993","Schuppan","962CR","DLC Autoshow","FH5 Hot Wheels","Retro Supercars","Factory","S1","869","TT","Flat","6","M","RWD","Europe","U.K.","","","2","R","4","19-Jul-22","19-Jul-22","FH5","DLC","","","","","","","","","","","","1",""
"FALSE","1994 Ford Supervan 3 'Donut Media Edition'","Supervan 3 DME","9007","24","Ford Supervan 3 1994","custom-builds, fh5-roster, Ford, Van","https://forums.forza.net/t/-/637691","1994","Ford","Supervan 3 'Donut Media Edition'","Accolade","Series 22 cu","Track Toys","Tuner","S1","900","PDS","V","6","M","RWD","N. America","U.S.","","","","R","4","22-Jun-23","22-Jun-23","FH5","cu","","","","","","","","","","","","1",""
"FALSE","1995 BMW 850CSi","BMW 850CSi","1493","356","BMW 8-Series 1990-1999 (E31)","BMW, fh5-roster","https://forums.forza.net/t/-/565431","1995","BMW","850CSi","Seasonal","Series 25 cu","Retro Sports Cars","Factory","B","610","NA","V","12","F","RWD","Europe","Germany","","","2","L","4","14-Sep-23","06-Mar-12","FM4","cu","cu","FM7","","FM6","DLC","","","DLC","","","","6",""
